Date,HargaJual,HargaBeli,Inflasi,HargaMinyak,KursJual,KursBeli,Tanggal,Bulan,Tahun
20/11/2017,561000,583807,3.3,56.09,13597.0,13461.0,20.0,11.0,2017.0
19/11/2017,556000,583807,3.3,56.55,13585.0,13449.0,19.0,11.0,2017.0
18/11/2017,556000,583807,3.3,56.55,13585.0,13449.0,18.0,11.0,2017.0
17/11/2017,556000,583807,3.3,56.55,13585.0,13449.0,17.0,11.0,2017.0
16/11/2017,556000,583807,3.3,55.14,13606.0,13470.0,16.0,11.0,2017.0
15/11/2017,556000,582798,3.3,55.33,13607.0,13471.0,15.0,11.0,2017.0
14/11/2017,556000,581789,3.3,55.7,13610.0,13474.0,14.0,11.0,2017.0
13/11/2017,557000,585825,3.3,56.76,13623.0,13487.0,13.0,11.0,2017.0
12/11/2017,557000,584816,3.3,56.74,13582.0,13446.0,12.0,11.0,2017.0
11/11/2017,557000,584816,3.3,56.74,13582.0,13446.0,11.0,11.0,2017.0
10/11/2017,557000,584816,3.3,56.74,13582.0,13446.0,10.0,11.0,2017.0
9/11/2017,555000,582798,3.3,57.17,13582.0,13446.0,9.0,11.0,2017.0
8/11/2017,553000,584816,3.3,56.81,13592.0,13456.0,8.0,11.0,2017.0
7/11/2017,555000,583807,3.3,57.2,13572.0,13436.0,7.0,11.0,2017.0
6/11/2017,554000,585825,3.3,57.35,13597.0,13461.0,6.0,11.0,2017.0
5/11/2017,557000,585825,3.3,55.64,13568.0,13432.0,5.0,11.0,2017.0
4/11/2017,557000,585825,3.3,55.64,13568.0,13432.0,4.0,11.0,2017.0
3/11/2017,557000,585825,3.3,55.64,13568.0,13432.0,3.0,11.0,2017.0
2/11/2017,558000,582798,3.3,54.54,13630.0,13494.0,2.0,11.0,2017.0
1/11/2017,555000,585825,3.3,54.3,13660.0,13524.0,1.0,11.0,2017.0
31/10/2017,557000,586834,3.58,54.38,13640.0,13504.0,31.0,10.0,2017.0
30/10/2017,557000,581789,3.58,54.15,13648.0,13512.0,30.0,10.0,2017.0
29/10/2017,552000,587843,3.58,53.9,13698.0,13562.0,29.0,10.0,2017.0
28/10/2017,552000,587843,3.58,53.9,13698.0,13562.0,28.0,10.0,2017.0
27/10/2017,552000,587843,3.58,53.9,13698.0,13562.0,27.0,10.0,2017.0
26/10/2017,558000,584816,3.58,52.64,13628.0,13492.0,26.0,10.0,2017.0
25/10/2017,555000,588852,3.58,52.18,13638.0,13502.0,25.0,10.0,2017.0
24/10/2017,558000,583807,3.58,52.47,13597.0,13461.0,24.0,10.0,2017.0
23/10/2017,555000,587843,3.58,51.9,13603.0,13467.0,23.0,10.0,2017.0
22/10/2017,558000,582798,3.58,51.47,13585.0,13449.0,22.0,10.0,2017.0
21/10/2017,558000,582798,3.58,51.47,13585.0,13449.0,21.0,10.0,2017.0
20/10/2017,558000,582798,3.58,51.47,13585.0,13449.0,20.0,10.0,2017.0
19/10/2017,553300,583807,3.58,51.29,13589.0,13453.0,19.0,10.0,2017.0
18/10/2017,553300,585825,3.58,52.04,13582.0,13446.0,18.0,10.0,2017.0
17/10/2017,555000,589861,3.58,51.88,13557.0,13423.0,17.0,10.0,2017.0
16/10/2017,560000,585825,3.58,51.87,13550.0,13416.0,16.0,10.0,2017.0
15/10/2017,557000,583807,3.58,51.45,13576.0,13440.0,15.0,10.0,2017.0
14/10/2017,557000,583807,3.58,51.45,13576.0,13440.0,14.0,10.0,2017.0
13/10/2017,557000,583807,3.58,51.45,13576.0,13440.0,13.0,10.0,2017.0
12/10/2017,558000,581789,3.58,50.6,13589.0,13453.0,12.0,10.0,2017.0
11/10/2017,557000,578762,3.58,51.3,13577.0,13441.0,11.0,10.0,2017.0
10/10/2017,550000,573717,3.58,50.92,13558.0,13424.0,10.0,10.0,2017.0
9/10/2017,547000,567663,3.58,49.58,13572.0,13436.0,9.0,10.0,2017.0
8/10/2017,544000,567658,3.58,49.29,13552.0,13418.0,8.0,10.0,2017.0
7/10/2017,544000,567658,3.58,49.29,13552.0,13418.0,7.0,10.0,2017.0
6/10/2017,544000,567658,3.58,49.29,13552.0,13418.0,6.0,10.0,2017.0
5/10/2017,544000,567000,3.58,50.79,13550.0,13416.0,5.0,10.0,2017.0
4/10/2017,544000,564000,3.58,49.98,13556.0,13422.0,4.0,10.0,2017.0
3/10/2017,545000,566000,3.58,50.42,13650.0,13514.0,3.0,10.0,2017.0
2/10/2017,545000,568000,3.58,50.58,13566.0,13432.0,2.0,10.0,2017.0
1/10/2017,545000,565000,3.72,51.67,13559.0,13425.0,1.0,10.0,2017.0
30/09/2017,545000,565000,3.72,51.67,13559.0,13425.0,30.0,9.0,2017.0
29/09/2017,545000,565000,3.72,51.67,13559.0,13425.0,29.0,9.0,2017.0
28/09/2017,543000,567000,3.72,51.56,13531.0,13397.0,28.0,9.0,2017.0
27/09/2017,545000,570000,3.72,52.14,13451.0,13317.0,27.0,9.0,2017.0
26/09/2017,547000,566000,3.72,51.88,13415.0,13281.0,26.0,9.0,2017.0
25/09/2017,543000,564000,3.72,52.22,13372.0,13238.0,25.0,9.0,2017.0
24/09/2017,544000,569000,3.72,50.66,13392.0,13258.0,24.0,9.0,2017.0
23/09/2017,544000,569000,3.72,50.66,13392.0,13258.0,23.0,9.0,2017.0
22/09/2017,544000,569000,3.72,50.66,13392.0,13258.0,22.0,9.0,2017.0
21/09/2017,548000,567000,3.72,50.55,13336.0,13204.0,21.0,9.0,2017.0
20/09/2017,548000,567000,3.72,50.41,13336.0,13204.0,20.0,9.0,2017.0
19/09/2017,545000,569000,3.72,49.48,13324.0,13192.0,19.0,9.0,2017.0
18/09/2017,547000,574000,3.72,49.91,13304.0,13172.0,18.0,9.0,2017.0
17/09/2017,552000,569000,3.72,49.89,13327.0,13195.0,17.0,9.0,2017.0
16/09/2017,552000,569000,3.72,49.89,13327.0,13195.0,16.0,9.0,2017.0
15/09/2017,552000,569000,3.72,49.89,13327.0,13195.0,15.0,9.0,2017.0
14/09/2017,547000,572000,3.72,49.89,13305.0,13173.0,14.0,9.0,2017.0
13/09/2017,550000,571000,3.72,49.3,13275.0,13143.0,13.0,9.0,2017.0
12/9/2017,550000,577000,3.72,48.23,13252.0,13120.0,12.0,9.0,2017.0
11/9/2017,560000,582000,3.72,48.07,13220.0,13088.0,11.0,9.0,2017.0
10/9/2017,562000,576000,3.72,47.48,13350.0,13218.0,10.0,9.0,2017.0
9/9/2017,562000,576000,3.72,47.48,13350.0,13218.0,9.0,9.0,2017.0
8/9/2017,562000,576000,3.72,47.48,13350.0,13218.0,8.0,9.0,2017.0
7/9/2017,556000,579000,3.72,49.09,13398.0,13264.0,7.0,9.0,2017.0
6/9/2017,559000,577000,3.72,49.16,13404.0,13270.0,6.0,9.0,2017.0
5/9/2017,557000,578000,3.72,48.66,13403.0,13269.0,5.0,9.0,2017.0
4/9/2017,557000,571000,3.72,47.41,13412.0,13278.0,4.0,9.0,2017.0
3/9/2017,550000,571000,3.72,47.32,13418.0,13284.0,3.0,9.0,2017.0
2/9/2017,550000,571000,3.72,47.29,13418.0,13284.0,2.0,9.0,2017.0
1/9/2017,550000,571000,3.72,47.29,13418.0,13284.0,1.0,9.0,2017.0
31/08/2017,550000,571000,3.82,47.23,13418.0,13284.0,31.0,8.0,2017.0
30/08/2017,550000,574000,3.82,45.96,13410.0,13276.0,30.0,8.0,2017.0
29/08/2017,553000,565000,3.82,46.44,13415.0,13281.0,29.0,8.0,2017.0
28/08/2017,541000,563000,3.82,46.57,13405.0,13271.0,28.0,8.0,2017.0
27/08/2017,539000,564000,3.82,47.87,13415.0,13281.0,27.0,8.0,2017.0
26/08/2017,539000,564000,3.82,47.87,13415.0,13281.0,26.0,8.0,2017.0
25/08/2017,539000,564000,3.82,47.87,13415.0,13281.0,25.0,8.0,2017.0
24/08/2017,539000,561000,3.82,47.43,13421.0,13287.0,24.0,8.0,2017.0
23/08/2017,536000,564000,3.82,48.41,13409.0,13275.0,23.0,8.0,2017.0
22/08/2017,540000,562000,3.82,47.64,13405.0,13271.0,22.0,8.0,2017.0
21/08/2017,538000,564000,3.82,47.37,13422.0,13288.0,21.0,8.0,2017.0
20/08/2017,540000,558000,3.82,48.51,13435.0,13301.0,20.0,8.0,2017.0
19/08/2017,540000,558000,3.82,48.51,13435.0,13301.0,19.0,8.0,2017.0
18/08/2017,540000,558000,3.82,48.51,13435.0,13301.0,18.0,8.0,2017.0
17/08/2017,533000,559000,3.82,47.09,13441.0,13307.0,17.0,8.0,2017.0
16/08/2017,533000,559000,3.82,46.78,13441.0,13307.0,16.0,8.0,2017.0
15/08/2017,535000,561000,3.82,47.55,13411.0,13277.0,15.0,8.0,2017.0
14/08/2017,537000,561000,3.82,47.59,13411.0,13277.0,14.0,8.0,2017.0
13/08/2017,535000,558000,3.82,48.82,13437.0,13303.0,13.0,8.0,2017.0
12/8/2017,535000,558000,3.82,48.82,13437.0,13303.0,12.0,8.0,2017.0
11/8/2017,535000,558000,3.82,48.82,13437.0,13303.0,11.0,8.0,2017.0
10/8/2017,531000,555000,3.82,48.59,13405.0,13271.0,10.0,8.0,2017.0
9/8/2017,530000,553000,3.82,49.56,13391.0,13257.0,9.0,8.0,2017.0
8/8/2017,529000,553000,3.82,49.17,13386.0,13252.0,8.0,8.0,2017.0
7/8/2017,529000,557000,3.82,49.39,13386.0,13252.0,7.0,8.0,2017.0
6/8/2017,534000,557000,3.82,49.58,13391.0,13257.0,6.0,8.0,2017.0
5/8/2017,534000,557000,3.82,49.58,13391.0,13257.0,5.0,8.0,2017.0
4/8/2017,534000,557000,3.82,49.58,13391.0,13257.0,4.0,8.0,2017.0
3/8/2017,534000,557000,3.82,49.03,13397.0,13263.0,3.0,8.0,2017.0
2/8/2017,534000,557000,3.82,49.59,13398.0,13264.0,2.0,8.0,2017.0
1/8/2017,534000,558000,3.82,49.16,13385.0,13251.0,1.0,8.0,2017.0
31/07/2017,536000,555000,3.88,50.17,13390.0,13256.0,31.0,7.0,2017.0
30/07/2017,533000,550000,3.88,49.71,13393.0,13259.0,30.0,7.0,2017.0
29/07/2017,533000,550000,3.88,49.71,13393.0,13259.0,29.0,7.0,2017.0
28/07/2017,533000,550000,3.88,49.71,13393.0,13259.0,28.0,7.0,2017.0
27/07/2017,533000,550000,3.88,49.04,13382.0,13248.0,27.0,7.0,2017.0
26/07/2017,528000,553000,3.88,48.75,13401.0,13267.0,26.0,7.0,2017.0
25/07/2017,529000,554000,3.88,47.89,13387.0,13253.0,25.0,7.0,2017.0
24/07/2017,530000,550000,3.88,46.34,13386.0,13252.0,24.0,7.0,2017.0
23/07/2017,528000,550000,3.88,45.77,13390.0,13256.0,23.0,7.0,2017.0
22/07/2017,528000,550000,3.88,45.77,13390.0,13256.0,22.0,7.0,2017.0
21/07/2017,528000,550000,3.88,45.77,13390.0,13256.0,21.0,7.0,2017.0
20/07/2017,528000,550000,3.88,46.79,13387.0,13253.0,20.0,7.0,2017.0
19/07/2017,528000,547000,3.88,47.12,13371.0,13237.0,19.0,7.0,2017.0
18/07/2017,526000,547000,3.88,46.4,13381.0,13247.0,18.0,7.0,2017.0
17/07/2017,527000,542000,3.88,46.02,13380.0,13246.0,17.0,7.0,2017.0
16/07/2017,522000,542000,3.88,46.54,13414.0,13280.0,16.0,7.0,2017.0
15/07/2017,522000,542000,3.88,46.54,13414.0,13280.0,15.0,7.0,2017.0
14/07/2017,522000,542000,3.88,46.54,13414.0,13280.0,14.0,7.0,2017.0
13/07/2017,522000,542000,3.88,46.08,13409.0,13275.0,13.0,7.0,2017.0
12/7/2017,522000,540000,3.88,45.49,13435.0,13301.0,12.0,7.0,2017.0
11/7/2017,521000,539000,3.88,45.04,13454.0,13320.0,11.0,7.0,2017.0
10/7/2017,520000,542000,3.88,44.4,13475.0,13341.0,10.0,7.0,2017.0
9/7/2017,522000,543000,3.88,44.23,13464.0,13330.0,9.0,7.0,2017.0
8/7/2017,522000,543000,3.88,44.23,13464.0,13330.0,8.0,7.0,2017.0
7/7/2017,522000,543000,3.88,44.23,13464.0,13330.0,7.0,7.0,2017.0
6/7/2017,524000,544000,3.88,45.52,13431.0,13297.0,6.0,7.0,2017.0
5/7/2017,525000,541000,3.88,45.13,13416.0,13282.0,5.0,7.0,2017.0
4/7/2017,520000,545000,3.88,47.13,13453.0,13319.0,4.0,7.0,2017.0
3/7/2017,529000,547600,3.88,47.07,13392.0,13258.0,3.0,7.0,2017.0
2/7/2017,531000,546000,3.88,46.04,13386.0,13252.0,2.0,7.0,2017.0
1/7/2017,531000,546000,3.88,46.04,13386.0,13252.0,1.0,7.0,2017.0
30/06/2017,531000,546000,4.37,46.04,13386.0,13252.0,30.0,6.0,2017.0
29/06/2017,531000,546000,4.37,44.93,13386.0,13252.0,29.0,6.0,2017.0
28/06/2017,531000,546000,4.37,44.74,13386.0,13252.0,28.0,6.0,2017.0
27/06/2017,531000,546000,4.37,44.24,13386.0,13252.0,27.0,6.0,2017.0
26/06/2017,531000,546000,4.37,43.38,13386.0,13252.0,26.0,6.0,2017.0
25/06/2017,531000,546000,4.37,43.01,13386.0,13252.0,25.0,6.0,2017.0
24/06/2017,531000,546000,4.37,43.01,13386.0,13252.0,24.0,6.0,2017.0
23/06/2017,531000,546000,4.37,43.01,13386.0,13252.0,23.0,6.0,2017.0
22/06/2017,531000,546000,4.37,42.74,13386.0,13252.0,22.0,6.0,2017.0
21/06/2017,530000,545000,4.37,42.53,13368.0,13234.0,21.0,6.0,2017.0
20/06/2017,534000,549000,4.37,43.23,13363.0,13231.0,20.0,6.0,2017.0
19/06/2017,534000,548000,4.37,44.2,13352.0,13220.0,19.0,6.0,2017.0
18/06/2017,533000,550000,4.37,44.74,13364.0,13232.0,18.0,6.0,2017.0
17/06/2017,533000,550000,4.37,44.74,13364.0,13232.0,17.0,6.0,2017.0
16/06/2017,533000,550000,4.37,44.74,13364.0,13232.0,16.0,6.0,2017.0
15/06/2017,536000,552000,4.37,44.46,13348.0,13216.0,15.0,6.0,2017.0
14/06/2017,538000,550000,4.37,44.73,13352.0,13220.0,14.0,6.0,2017.0
13/06/2017,538000,552000,4.37,46.46,13360.0,13228.0,13.0,6.0,2017.0
12/6/2017,541000,554000,4.37,46.08,13358.0,13226.0,12.0,6.0,2017.0
11/6/2017,542000,556000,4.37,45.83,13358.0,13226.0,11.0,6.0,2017.0
10/6/2017,542000,556000,4.37,45.83,13358.0,13226.0,10.0,6.0,2017.0
9/6/2017,542000,556000,4.37,45.83,13358.0,13226.0,9.0,6.0,2017.0
8/6/2017,544000,559000,4.37,45.83,13383.0,13249.0,8.0,6.0,2017.0
7/6/2017,546000,555000,4.37,45.64,13374.0,13240.0,7.0,6.0,2017.0
6/6/2017,542000,555000,4.37,45.72,13351.0,13219.0,6.0,6.0,2017.0
5/6/2017,542000,550000,4.37,48.19,13353.0,13221.0,5.0,6.0,2017.0
4/6/2017,536000,549000,4.37,47.4,13378.0,13244.0,4.0,6.0,2017.0
3/6/2017,536000,549000,4.37,47.66,13378.0,13244.0,3.0,6.0,2017.0
2/6/2017,536000,549000,4.37,47.66,13378.0,13244.0,2.0,6.0,2017.0
1/6/2017,535000,550000,4.37,48.36,13388.0,13254.0,1.0,6.0,2017.0
31/05/2017,535000,550000,4.33,48.32,13388.0,13254.0,31.0,5.0,2017.0
30/05/2017,536000,550000,4.33,49.66,13403.0,13269.0,30.0,5.0,2017.0
29/05/2017,536000,547000,4.33,49.97,13379.0,13245.0,29.0,5.0,2017.0
28/05/2017,532000,546000,4.33,49.94,13361.0,13229.0,28.0,5.0,2017.0
27/05/2017,532000,546000,4.33,49.8,13361.0,13229.0,27.0,5.0,2017.0
26/05/2017,532000,546000,4.33,49.8,13361.0,13229.0,26.0,5.0,2017.0
25/05/2017,530000,549000,4.33,48.9,13383.0,13249.0,25.0,5.0,2017.0
24/05/2017,533000,548000,4.33,51.36,13383.0,13249.0,24.0,5.0,2017.0
23/05/2017,532000,545000,4.33,51.47,13362.0,13230.0,23.0,5.0,2017.0
22/05/2017,527000,549000,4.33,50.73,13363.0,13231.0,22.0,5.0,2017.0
21/05/2017,527000,549000,4.33,50.33,13477.0,13343.0,21.0,5.0,2017.0
20/05/2017,527000,549000,4.33,50.33,13477.0,13343.0,20.0,5.0,2017.0
19/05/2017,527000,549000,4.33,50.33,13477.0,13343.0,19.0,5.0,2017.0
18/05/2017,532000,544000,4.33,49.35,13410.0,13276.0,18.0,5.0,2017.0
17/05/2017,526000,540000,4.33,49.07,13373.0,13239.0,17.0,5.0,2017.0
16/05/2017,521000,539000,4.33,48.66,13364.0,13232.0,16.0,5.0,2017.0
15/05/2017,521000,539000,4.33,48.85,13386.0,13252.0,15.0,5.0,2017.0
14/05/2017,520000,540000,4.33,47.84,13407.0,13273.0,14.0,5.0,2017.0
13/05/2017,520000,540000,4.33,47.84,13407.0,13273.0,13.0,5.0,2017.0
12/5/2017,520000,540000,4.33,47.84,13407.0,13273.0,12.0,5.0,2017.0
11/5/2017,520000,540000,4.33,47.83,13422.0,13288.0,11.0,5.0,2017.0
10/5/2017,520000,540000,4.33,47.33,13422.0,13288.0,10.0,5.0,2017.0
9/5/2017,521000,541000,4.33,45.88,13384.0,13250.0,9.0,5.0,2017.0
8/5/2017,523000,538000,4.33,46.43,13391.0,13257.0,8.0,5.0,2017.0
7/5/2017,521000,540000,4.33,46.22,13406.0,13272.0,7.0,5.0,2017.0
6/5/2017,521000,540000,4.33,46.22,13406.0,13272.0,6.0,5.0,2017.0
5/5/2017,521000,540000,4.33,46.22,13406.0,13272.0,5.0,5.0,2017.0
4/5/2017,524000,547000,4.33,45.52,13397.0,13263.0,4.0,5.0,2017.0
3/5/2017,532000,547000,4.33,47.82,13363.0,13231.0,3.0,5.0,2017.0
2/5/2017,533000,549000,4.33,47.66,13383.0,13249.0,2.0,5.0,2017.0
1/5/2017,534000,550000,4.33,48.84,13394.0,13260.0,1.0,5.0,2017.0
30/04/2017,534000,550000,4.17,49.33,13394.0,13260.0,30.0,4.0,2017.0
29/04/2017,534000,550000,4.17,49.33,13394.0,13260.0,29.0,4.0,2017.0
28/04/2017,534000,550000,4.17,49.33,13394.0,13260.0,28.0,4.0,2017.0
27/04/2017,535000,549000,4.17,48.97,13365.0,13233.0,27.0,4.0,2017.0
26/04/2017,534000,555000,4.17,49.62,13344.0,13212.0,26.0,4.0,2017.0
25/04/2017,541000,557000,4.17,49.56,13362.0,13230.0,25.0,4.0,2017.0
24/04/2017,542000,555000,4.17,49.23,13387.0,13253.0,24.0,4.0,2017.0
23/04/2017,542000,555000,4.17,49.62,13387.0,13253.0,23.0,4.0,2017.0
22/04/2017,542000,555000,4.17,49.62,13387.0,13253.0,22.0,4.0,2017.0
21/04/2017,542000,555000,4.17,49.62,13387.0,13253.0,21.0,4.0,2017.0
20/04/2017,540000,559000,4.17,50.27,13395.0,13261.0,20.0,4.0,2017.0
19/04/2017,544000,560000,4.17,50.44,13365.0,13233.0,19.0,4.0,2017.0
18/04/2017,543000,558000,4.17,52.41,13365.0,13233.0,18.0,4.0,2017.0
17/04/2017,543000,558000,4.17,52.65,13321.0,13189.0,17.0,4.0,2017.0
16/04/2017,540000,554000,4.17,53.18,13330.0,13198.0,16.0,4.0,2017.0
15/04/2017,540000,554000,4.17,53.18,13330.0,13198.0,15.0,4.0,2017.0
14/04/2017,540000,554000,4.17,53.18,13330.0,13198.0,14.0,4.0,2017.0
13/04/2017,540000,554000,4.17,53.18,13330.0,13198.0,13.0,4.0,2017.0
12/4/2017,535000,551000,4.17,53.11,13364.0,13232.0,12.0,4.0,2017.0
11/4/2017,531000,550000,4.17,53.4,13348.0,13216.0,11.0,4.0,2017.0
10/4/2017,531000,549000,4.17,53.08,13390.0,13256.0,10.0,4.0,2017.0
9/4/2017,528000,552000,4.17,52.24,13408.0,13274.0,9.0,4.0,2017.0
8/4/2017,528000,552000,4.17,52.24,13408.0,13274.0,8.0,4.0,2017.0
7/4/2017,528000,552000,4.17,52.24,13408.0,13274.0,7.0,4.0,2017.0
6/4/2017,531000,551600,4.17,51.7,13394.0,13260.0,6.0,4.0,2017.0
5/4/2017,530000,551000,4.17,51.15,13396.0,13262.0,5.0,4.0,2017.0
4/4/2017,529000,549000,4.17,51.03,13393.0,13259.0,4.0,4.0,2017.0
3/4/2017,528000,548000,4.17,50.24,13391.0,13257.0,3.0,4.0,2017.0
2/4/2017,527000,551000,3.61,50.6,13388.0,13254.0,2.0,4.0,2017.0
1/4/2017,527000,551000,3.61,50.6,13388.0,13254.0,1.0,4.0,2017.0
31/03/2017,527000,551000,3.61,50.6,13388.0,13254.0,31.0,3.0,2017.0
30/03/2017,530000,550000,3.61,50.35,13383.0,13249.0,30.0,3.0,2017.0
29/03/2017,529000,552000,3.61,49.51,13390.0,13256.0,29.0,3.0,2017.0
28/03/2017,531000,549000,3.61,48.37,13381.0,13247.0,28.0,3.0,2017.0
27/03/2017,531000,549000,3.61,47.73,13381.0,13247.0,27.0,3.0,2017.0
26/03/2017,528000,549600,3.61,47.97,13396.0,13262.0,26.0,3.0,2017.0
25/03/2017,528000,549600,3.61,47.97,13396.0,13262.0,25.0,3.0,2017.0
24/03/2017,528000,549600,3.61,47.97,13396.0,13262.0,24.0,3.0,2017.0
23/03/2017,527000,547000,3.61,47.7,13399.0,13265.0,23.0,3.0,2017.0
22/03/2017,526000,545000,3.61,48.04,13402.0,13268.0,22.0,3.0,2017.0
21/03/2017,525000,544000,3.61,47.34,13375.0,13241.0,21.0,3.0,2017.0
20/03/2017,525000,542000,3.61,48.22,13396.0,13262.0,20.0,3.0,2017.0
19/03/2017,523000,541000,3.61,48.78,13409.0,13275.0,19.0,3.0,2017.0
18/03/2017,523000,541000,3.61,48.78,13409.0,13275.0,18.0,3.0,2017.0
17/03/2017,523000,541000,3.61,48.78,13409.0,13275.0,17.0,3.0,2017.0
16/03/2017,521000,537000,3.61,48.75,13403.0,13269.0,16.0,3.0,2017.0
15/03/2017,514000,538000,3.61,48.86,13442.0,13308.0,15.0,3.0,2017.0
14/03/2017,516000,540000,3.61,47.72,13427.0,13293.0,14.0,3.0,2017.0
13/03/2017,518000,541000,3.61,48.4,13431.0,13297.0,13.0,3.0,2017.0
12/3/2017,517000,546000,3.61,48.49,13460.0,13326.0,12.0,3.0,2017.0
11/3/2017,517000,546000,3.61,48.49,13460.0,13326.0,11.0,3.0,2017.0
10/3/2017,517000,546000,3.61,48.49,13460.0,13326.0,10.0,3.0,2017.0
9/3/2017,521000,549000,3.61,49.28,13440.0,13306.0,9.0,3.0,2017.0
8/3/2017,523000,549000,3.61,50.28,13407.0,13273.0,8.0,3.0,2017.0
7/3/2017,524000,552000,3.61,53.14,13417.0,13283.0,7.0,3.0,2017.0
6/3/2017,527000,553000,3.61,53.2,13431.0,13297.0,6.0,3.0,2017.0
5/3/2017,528000,556000,3.61,53.33,13442.0,13308.0,5.0,3.0,2017.0
4/3/2017,528000,556000,3.61,53.33,13442.0,13308.0,4.0,3.0,2017.0
3/3/2017,528000,556000,3.61,53.33,13442.0,13308.0,3.0,3.0,2017.0
2/3/2017,528000,557000,3.61,52.61,13428.0,13294.0,2.0,3.0,2017.0
1/3/2017,529000,556000,3.61,53.83,13428.0,13294.0,1.0,3.0,2017.0
28/02/2017,530000,551000,3.83,54.01,13414.0,13280.0,28.0,2.0,2017.0
27/02/2017,532000,551000,3.83,54.05,13406.0,13272.0,27.0,2.0,2017.0
26/02/2017,531000,550000,3.83,53.99,13403.0,13269.0,26.0,2.0,2017.0
25/02/2017,531000,550000,3.83,53.99,13403.0,13269.0,25.0,2.0,2017.0
24/02/2017,531000,550000,3.83,53.99,13403.0,13269.0,24.0,2.0,2017.0
23/02/2017,527000,551000,3.83,54.45,13427.0,13293.0,23.0,2.0,2017.0
22/02/2017,527000,552000,3.83,53.59,13423.0,13289.0,22.0,2.0,2017.0
21/02/2017,527000,550000,3.83,54.06,13437.0,13303.0,21.0,2.0,2017.0
20/02/2017,526000,548000,3.83,53.97,13419.0,13285.0,20.0,2.0,2017.0
19/02/2017,527000,549000,3.83,53.79,13395.0,13261.0,19.0,2.0,2017.0
18/02/2017,527000,549000,3.83,53.4,13395.0,13261.0,18.0,2.0,2017.0
17/02/2017,527000,549000,3.83,53.4,13395.0,13261.0,17.0,2.0,2017.0
16/02/2017,526000,548000,3.83,53.36,13396.0,13262.0,16.0,2.0,2017.0
15/02/2017,523000,554000,3.83,53.11,13397.0,13263.0,15.0,2.0,2017.0
14/02/2017,523000,554000,3.83,53.2,13397.0,13263.0,14.0,2.0,2017.0
13/02/2017,523000,552000,3.83,52.93,13397.0,13263.0,13.0,2.0,2017.0
12/2/2017,522000,552000,3.83,53.86,13385.0,13251.0,12.0,2.0,2017.0
11/2/2017,522000,552000,3.83,53.86,13385.0,13251.0,11.0,2.0,2017.0
10/2/2017,522000,552000,3.83,53.86,13385.0,13251.0,10.0,2.0,2017.0
9/2/2017,529000,550000,3.83,53.0,13375.0,13241.0,9.0,2.0,2017.0
8/2/2017,526000,547000,3.83,52.34,13404.0,13270.0,8.0,2.0,2017.0
7/2/2017,526000,547000,3.83,52.17,13389.0,13255.0,7.0,2.0,2017.0
6/2/2017,523000,547000,3.83,53.01,13396.0,13262.0,6.0,2.0,2017.0
5/2/2017,517000,543000,3.83,53.83,13429.0,13295.0,5.0,2.0,2017.0
4/2/2017,517000,543000,3.83,53.83,13429.0,13295.0,4.0,2.0,2017.0
3/2/2017,517000,543000,3.83,53.83,13429.0,13295.0,3.0,2.0,2017.0
2/2/2017,517000,543000,3.83,53.54,13441.0,13307.0,2.0,2.0,2017.0
1/2/2017,517000,542000,3.83,53.88,13416.0,13282.0,1.0,2.0,2017.0
31/01/2017,512000,547000,3.49,52.81,13410.0,13276.0,31.0,1.0,2017.0
30/01/2017,512000,550000,3.49,52.63,13402.0,13268.0,30.0,1.0,2017.0
29/01/2017,508000,553000,3.49,53.17,13426.0,13292.0,29.0,1.0,2017.0
28/01/2017,508000,553000,3.49,53.17,13426.0,13292.0,28.0,1.0,2017.0
27/01/2017,508000,553000,3.49,53.17,13426.0,13292.0,27.0,1.0,2017.0
26/01/2017,514000,553000,3.49,53.78,13392.0,13258.0,26.0,1.0,2017.0
25/01/2017,517000,551000,3.49,52.75,13407.0,13273.0,25.0,1.0,2017.0
24/01/2017,520000,550000,3.49,53.18,13397.0,13263.0,24.0,1.0,2017.0
23/01/2017,520000,553000,3.49,52.75,13439.0,13305.0,23.0,1.0,2017.0
22/01/2017,515000,550000,3.49,52.42,13449.0,13315.0,22.0,1.0,2017.0
21/01/2017,515000,550000,3.49,52.42,13449.0,13315.0,21.0,1.0,2017.0
20/01/2017,515000,550000,3.49,52.42,13449.0,13315.0,20.0,1.0,2017.0
19/01/2017,515000,549000,3.49,51.37,13443.0,13309.0,19.0,1.0,2017.0
18/01/2017,521000,547000,3.49,51.08,13395.0,13261.0,18.0,1.0,2017.0
17/01/2017,515000,547000,3.49,52.48,13448.0,13314.0,17.0,1.0,2017.0
16/01/2017,513000,545000,3.49,52.52,13421.0,13287.0,16.0,1.0,2017.0
15/01/2017,510000,545000,3.49,52.45,13375.0,13241.0,15.0,1.0,2017.0
14/01/2017,510000,545000,3.49,52.37,13375.0,13241.0,14.0,1.0,2017.0
13/01/2017,510000,545000,3.49,52.37,13375.0,13241.0,13.0,1.0,2017.0
12/1/2017,509000,542000,3.49,53.01,13354.0,13222.0,12.0,1.0,2017.0
11/1/2017,507000,546000,3.49,52.25,13394.0,13260.0,11.0,1.0,2017.0
10/1/2017,507000,547000,3.49,50.82,13387.0,13253.0,10.0,1.0,2017.0
9/1/2017,502000,546000,3.49,51.96,13452.0,13318.0,9.0,1.0,2017.0
